SAMPLE	TYPE	HV_UPPERPLATTE	SR_BIGHORNS	VMV	GM	SM	SR	SFLR	BBF	BH	HV	SEP	NEP	WB	BenCollDate	MeanDailyMinTemp_LOG	MeanDailyMaxTemp_LOG	MeanAnnPrecip_LOG	pH_LOG	temp_LOG	CHL_LOG	SO4_LOG	EC_LOG	NITRATE_LOG	TP_LOG	TSS_LOG	TURB_LOG	DO_LOG	OPEN_WATER	ICE_SNOW	D_OPEN	D_LOW	D_MEDIUM	D_HIGH	D_ALL	BARREN	D_FOREST	E_FOREST	MIX_FOREST	SHRUB_SCRUB	GRASS	PAS_HAY	CUL_CROP	D_CULCROP	W_WETLAND	H_WETLAND	G_CH_MAJ	G_NU_MAJ	UGN	ALK_LOG	MRC	MRE	MRW	NGP	WHP	LAT	LONG	ELV_LOG	W_LOG
1550	C	0	0	0	0	0	0	0	1	0	0	0	0	0	6/16/2005	3.041392685	3.180699201	4.59609104	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0.000961923	0	0.1491479	0	0.002496581	0	0.150920294	0.001154052	0.059987243	1.557111994	0.004216615	1.560876335	1.468851382	0.027246434	0	0.150920294	0.116825843	0.066645958	5	1	0	2.28780173	0	0	0	0	0	44.012569	-107.307519	3.69372695	1.652246341
1572	C	0	1	0	0	1	0	0	0	0	0	0	0	0	8/23/2005	2.818225894	2.932980822	4.787722531	0.942999593	1.113943352	0.77815125	1.041392685	3.398113692	0.037426498	0.021189299	0.477121255	0.315970345	9999	0.23458267	0.00179092	0.031158189	0.047280541	0.008881648	0	0.082805664	0.019877105	0.107546984	1.642414297	0	1.242613371	1.605013958	0	0	0.082805664	0.03778881	0	1	1	0	1.04139269	1	0	0	0	0	44.165825	-107.2511556	3.9030357	1.70757018
1579	C	0	0	0	0	0	0	0	0	0	0	1	0	0	10/24/2005	2.989894564	3.173477643	4.599260647	0.982271233	0.954242509	0.77815125	2.136720567	2.79518459	0.041392685	0.041392685	0.77815125	0.67669361	0.974050903	0.01736345	0	0.089873986	0.002904459	0	0	0.092236978	0.06735152	0.001148818	0.410828218	0	1.688163101	1.694196865	0.112648797	0	0.092236978	0.138322776	0.318281432	1	1	0	2.36361198	0	0	0	0	1	41.61	-105.1333333	3.77959649	2.29446623
1587	C	0	1	0	0	0	1	0	0	0	0	0	0	0	9/9/2005	2.568201724	2.804820679	4.914311417	0.940516485	1.155336037	0.77815125	1.041392685	1.625312451	0.041392685	0.041392685	0.477121255	0.198657087	0.905256049	0	0	0	0	0	0	0	0	0.99084858	1.866712585	0.143617785	0	1.111857831	0	0	0	0.631370499	0.605044069	1	1	0	1.41497335	0	0	0	0	0	41.29126111	-106.2233222	3.98766626	0.98227123
1609	C	0	0	0	0	1	0	0	0	0	0	0	0	0	8/24/2005	2.752816431	3.050379756	4.775151521	0.980457892	1.025305865	0.77815125	1.792391689	2.546542663	0.041392685	0.041392685	0.477121255	0.350248018	0.992995098	0	0	0	0	0	0	0	0.02815838	0.281317721	1.765434002	0.140410312	1.541354645	0.930891976	0.011910794	0	0	0.010305703	0.003825349	5	1	0	2.1172713	0	0	1	0	0	42.72616389	-110.8994	3.80827851	1.43775056
1614	C	0	0	0	0	1	0	0	0	0	0	0	0	0	10/18/2005	2.755112266	3	4.858404844	0.970346876	0.949390007	0.77815125	1.322219295	2.5132176	0.041392685	0.041392685	0.477121255	0.372912003	1.048441804	0	0	0	0	0	0	0	0.223613397	0.138817033	1.746472848	0.173197409	1.539986741	0.989720445	0.06273692	0.007236097	0.007236097	0.246266974	0.116150603	5	1	0	2.20682588	0	0	1	0	0	42.47722222	-110.8336111	3.86628734	1.40483371
1646	C	1	1	0	0	0	0	0	0	0	1	0	0	0	10/5/2006	2.944975908	3.112269768	4.706487349	0.970346876	1.041392685	0.301029996	1.763427994	2.610660163	0.012837225	0.004321374	0.568201724	0.257678575	0.989449818	0	0	0	0	0	0	0	0	0.423849721	1.830436486	0	1.223975547	1.216431201	0	0	0	0.157110744	0.01099434	5	1	0	2.26007139	1	0	0	0	0	44.91138889	-107.3941667	3.68841982	0.954242509
1649	C	0	0	1	0	0	0	0	0	0	0	0	0	0	9/26/2006	2.595496222	3.042969073	4.5411922	0.971739591	0.903089987	0.301029996	0.77815125	2.336459734	0.012837225	0.005609445	0.301029996	0.250420002	0.989894564	0.175400819	0	0	0	0	0	0	0.007160436	0.067201127	1.788498114	0.015599977	1.537120271	0.472508264	0.011400707	0	0	0.142704082	0.602793384	1	1	0	2.0211893	0	0	1	0	0	44.95333333	-110.2994444	3.79795964	1.683047038
1650	C	0	1	0	0	0	1	0	0	0	0	0	0	0	10/24/2006	2.932473765	3.09131516	4.72483272	0.975431809	0.77815125	0.301029996	0.903089987	2.434568904	0.045322979	0.008600172	0.477121255	0.545307116	1.057285644	0	0	0	0	0	0	0	0	0.817826956	1.778436113	0	1.279533361	1.263695919	0	0	0	0	0	5	1	0	2.8419848	1	0	0	0	0	44.94555556	-107.5230556	3.70757018	0.681241237
1651	C	0	0	0	1	0	0	0	0	0	0	0	0	0	8/16/2006	2.436162647	2.725094521	4.989276243	0.962369336	1.274157849	0.301029996	0.301029996	1.643452676	0.012837225	0.004321374	0.301029996	0.340444115	0.909556029	0.889003989	0.023444327	0.246851355	0	0	0	0.246851355	0.275877548	0	1.287263002	0	1.738490255	1.297825248	0.025720628	0	0.246851355	0.108185217	0.083062202	1	1	1	1.25527251	0	0	1	0	0	44.9412	-109.5596	3.96894968	0.982271233
1652	C	0	0	0	0	0	0	0	0	0	0	0	0	1	8/14/2006	3.020775488	3.152594078	4.571091299	0.907948522	1.1430148	0.301029996	0.477121255	1.491361694	0.041392685	0.004321374	0.301029996	0.42975228	1.000434077	0.343142109	0.072988679	0.029021962	0.00989105	0	0	0.038280404	0.104909006	0.095197532	1.645517828	0.055492316	1.642439356	1.063855046	0.014753362	0	0.038280404	0.256936736	0.125164475	1	1	1	1.17609126	0	0	0	0	0	44.8997	-109.2748	3.68645751	1.62838893
1681	C	0	0	0	0	0	0	0	0	0	0	0	0	1	8/1/2006	2.950364854	3.125481266	4.521621817	0.974971994	1.240549248	0.301029996	1.380211242	2.544068044	0.041392685	0.012837225	0.477121255	0.58546073	0.931966115	0	0	0	0	0	0	0	0	0	1.15188485	0	1.881037804	1.106324884	0	0	0	0	0	1	1	0	2.21748394	0	0	0	0	0	42.24395162	-107.1178584	3.82085799	0.176091259
1682	C	0	0	0	0	0	0	1	0	0	0	0	0	0	8/2/2006	2.92992956	2.981818607	4.704296402	0.911157609	1.037426498	0.301029996	0.77815125	1.851258349	0.041392685	0.010723865	0.301029996	0.139879086	0.92788341	0	0	0	0	0	0	0	0	0	1.960669344	0	1.027685767	0	0	0	0	0	0	1	1	0	1.51851394	0	0	0	0	0	42.26872298	-107.2139042	3.89872518	0.255272505
1687	C	0	1	0	0	0	1	0	0	0	0	0	0	0	8/28/2006	2.559906625	2.802773725	5.007402082	0.907948522	1.06069784	0.301029996	0.698970004	1.744292983	0.012837225	0.009450896	0.301029996	0.23299611	0.911690159	0	0	0	0	0	0	0	0	1.15631195	1.868384441	0.094927467	0	1.112389869	0.018544978	0	0	0.264256476	0.238778599	2	2	0	1.2787536	0	0	0	0	0	41.355117	-106.424439	3.97772361	0.596597096
1691	C	0	0	0	0	0	0	0	0	0	0	0	0	1	7/25/2006	2.926856709	3.091666958	4.509390721	0.981818607	1.326335861	0.698970004	1.653212514	2.730782276	0.012837225	0.012837225	0.301029996	0.836956737	0.920123326	0	0	0	0	0	0	0	0	0.292961492	1.595142267	0	1.786262796	0.116366665	0.020059883	0	0	0	0.073051793	1	1	0	2.36361198	0	0	0	0	0	41.06828611	-109.0649806	3.86332286	0.763427994
1693	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/19/2006	2.982723388	3.124830149	4.576606224	0.972665592	0.908485019	0.84509804	1.819543936	2.587710965	0.021189299	0.004321374	0.477121255	0.833784375	0.983626287	0	0	0	0	0	0	0	0	0	1.666774867	0	1.665378808	1.012588203	0	0	0	0	0	1	1	0	2.27415785	0	0	0	0	0	42.1599289	-106.9231468	3.81023252	0.181843588
1696	C	0	0	0	0	0	0	1	0	0	0	0	0	0	10/10/2006	3.031812271	3.112605002	4.701792413	0.953276337	0.707570176	0.477121255	1.079181246	2.439332694	0.012837225	0.009450896	0.301029996	0.235528447	1.030194785	0	0	0	0	0	0	0	0.015062876	0.083413835	1.872028185	0	1.319142997	0.870588329	0	0	0	0	0	1	1	0	2.13672057	0	0	0	0	0	42.76333333	-106.3544444	3.80617997	0.176091259
1700	C	0	0	0	0	1	0	0	0	0	0	0	0	0	8/29/2006	2.681241237	2.946943271	4.86210155	0.962842681	1.181843588	0.301029996	1.255272505	2.334453751	0.012837225	0.009875634	0.477121255	0.545307116	0.907411361	0	0	0	0	0	0	0	0	0.063808829	1.660411855	0	1.483471744	1.425658864	0	0	0	0	0	5	1	0	2.10037055	0	0	1	0	0	42.26188626	-110.7173858	3.905148	0.86923172
1702	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/19/2006	2.739572344	3.02201574	4.801239017	0.980911938	1.123851641	0.301029996	1.716003344	2.56937391	0.012837225	0.004321374	0.301029996	0.491361694	0.973127854	0.134692525	0	0	0	0	0	0	0.001915204	0.153720076	1.776473103	0.006064744	1.390483969	1.246469268	0	0	0	0.023270918	0.063068723	5	1	0	2.13033377	0	0	1	0	0	42.365	-110.8452778	3.8518696	1.904174368
1704	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/27/2006	2.761927838	2.838219222	4.954449956	0.970346876	1.037426498	0.301029996	1.414973348	2.471291711	0.012837225	0.004321374	0.301029996	0.322219295	0.985426474	0	0	0	0	0	0	0	0	0.037502854	1.631939971	0.107836845	1.758085403	0.19101032	0	0	0	0.088305924	0.233061961	5	1	0	2.06818586	0	0	1	0	0	42.52111111	-110.6988889	3.93298082	0.591064607
1706	C	0	0	0	0	1	0	0	0	0	0	0	0	0	10/2/2006	2.838219222	3.019946682	4.941630673	0.985875357	0.903089987	0.477121255	1.544068044	2.526339277	0.029383778	0.004321374	0.301029996	0.170261715	1.029789471	0	0	0	0	0	0	0	0.114539007	0.173880817	1.616039326	0.031766766	1.581689286	1.349327233	0.061367469	0	0	0.031766766	0.031053791	5	1	0	2.09691001	0	0	1	0	0	42.90666667	-110.8866667	3.81690384	1.28780173
1730	C	0	0	0	0	0	0	0	0	0	0	1	0	0	9/18/2007	3.009875634	3.192846115	4.604938489	0.978636948	1.264817823	0.903089987	1.716003344	2.605843539	0.037824751	0.004321374	0.301029996	0.021189299	1.128076013	0.009201932	0	0.39593127	0.03853881	0.006738016	0	0.414454321	0.165332357	0.007125438	0.537656382	0	1.325832414	1.863919431	0.006350248	0.040963568	0.430688996	0.342130562	0.457154404	1	1	0	2.21748394	0	0	0	0	1	41.473	-104.712	3.74818803	2.042575512
1741	C	0	0	0	0	0	0	1	0	0	0	0	0	1	9/11/2007	2.938019097	3.093771781	4.589346306	0.972665592	1.252853031	0.301029996	0.301029996	2.395326393	0.004321374	0.025715384	0.954242509	0.963787827	0.913283902	0.038175942	0	0	0	0	0	0	0	0.149516478	1.694933175	0.004331502	1.695343072	0.487355436	0.068334477	0	0	0.004331502	0.046729337	1	1	0	2.14921911	0	0	0	0	0	42.23910405	-106.6992402	3.83250891	1.365487985
1744	C	1	0	0	0	0	0	0	0	0	0	0	0	1	9/27/2007	2.797959644	3.08278537	4.657514776	0.980911938	1.127104798	0.301029996	1.447158031	2.43055877	0.004321374	0.004321374	0.301029996	0.146128036	1.006466042	0.196118651	0	0.047160471	0.00197862	0	0	0.048935901	0.014048864	0.735316882	1.907103935	0.075065309	0.986524733	0.776146972	0.005047379	0	0.048935901	0.310102596	0.074931821	1	1	0	2.06069784	0	0	0	0	0	41.1396706	-106.4465336	3.86805636	3.246498581
1773	C	0	0	0	0	0	1	1	0	0	0	0	0	1	7/24/2007	2.803457116	3.020775488	4.697673875	0.935507266	1.436162647	0.301029996	0.301029996	2.053078443	0.041392685	0.079181246	0.301029996	0.004321374	0.921686475	0	0	0	0	0	0	0	0	0.079669492	1.456956638	0	1.843594987	0.462212658	0	0	0	0.330765183	0.133883609	1	1	0	1.77085201	0	0	0	0	0	42.442161	-106.012294	3.86332286	1.397940009
1825	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/8/2008	2.774516966	3.059563418	4.584342534	0.951337519	1.056904851	0.301029996	1.477121255	2.23146959	0.021189299	0.004321374	0.301029996	0.522444234	0.98811284	0	0	0.149789128	0	0	0	0.149789128	0.007020343	0.601254997	1.694117502	0.078107588	1.618117857	0.693531541	0.270031505	0	0.149789128	0.434332296	0.281622469	1	1	0	1.74036269	0	0	0	0	0	41.04661663	-106.0332407	3.88024178	2.55266822
1827	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/16/2008	2.745855195	2.995196292	4.937507862	0.936513742	1.130333768	0.301029996	0.698970004	2.034628457	0.021189299	0.004321374	0.301029996	0.283301229	0.972202838	0.024358776	0	0	0	0	0	0	0.04742357	0.613259486	1.939946703	0.016892383	0.517144205	0.940145532	0.007759899	0	0	0.197806689	0	1	1	0	1.71600334	0	0	0	0	0	41.2776667	-107.116686	3.92324402	1.03140846
1866	C	0	0	0	0	1	0	0	0	0	0	0	0	0	10/14/2008	2.806179974	2.984527313	4.864534812	0.956648579	0.706717782	0.301029996	1.491361694	2.484299839	0.021189299	0.021189299	0.698970004	0.717670503	1.027349608	0	0	0	0	0	0	0	0	0.279902611	1.788618522	0.078588573	1.462401711	1.050786238	0	0	0	0.043511842	0.036143249	5	1	0	2.28555731	0	0	1	0	0	42.48722222	-110.8358333	3.87616008	0.84509804
1887	C	0	0	0	0	1	0	0	0	0	0	0	0	0	8/26/2009	2.764922985	2.860936621	5.044163313	0.977266212	1.004321374	0.079181246	1.477121255	9999	0.008600172	0.004321374	0.477121255	0.10720997	1.018284308	0.15823453	0	0	0	0	0	0	0.062018597	0.054065235	1.370719567	0	1.812377839	1.142179481	0	0	0	0	0	5	1	0	2.07918125	0	0	1	0	0	42.68105799	-110.7545148	3.92022771	0.79726754
1888	C	0	0	1	0	0	0	0	0	0	0	0	0	0	8/31/2009	2.57634135	3.008600172	4.938864822	0.963315511	1.164055292	1.146128036	1.278753601	2.385248682	0.021189299	0.004751156	0.477121255	0.252853031	1.029383778	0.686787654	0.000209387	0.068834497	0.000269193	0	0	0.069064243	0.02420582	0.036151396	1.630264749	0.06647898	1.654322003	0.900182828	0.013172262	0.000149572	0.069191827	0.366076759	0.407549766	2	1	0	1.83884909	0	0	1	0	0	44.08637743	-110.6976291	3.83193373	2.70228402
1889	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/1/2009	2.559906625	3.02489596	4.7729961	0.974511693	0.94792362	0.301029996	0.77815125	2.419129308	0.021189299	0.006037955	0.698970004	0.532754379	0.981365509	0.023250762	0.006821952	0	0	0	0	0	0.443633224	0.179445012	1.612142582	0.128310145	1.536737181	1.381234321	0.035760595	0	0	0.173296981	0.117263588	5	1	0	2.28330123	0	0	1	0	0	43.29888889	-110.5258333	3.80550086	1.34439227
1893	C	1	0	0	0	0	0	0	0	0	1	0	0	1	9/22/2009	2.928395852	3.16790781	4.548180513	0.976808337	1.1752218	0.477121255	2.178976947	3.209595432	0.021189299	0.004321374	0.301029996	0.426511261	0.984527313	0	0	0	0	0	0	0	0.009318192	0.339192053	1.593717416	0.009803129	1.735725201	0.731777516	0.373655969	0	0	0.174092177	0.271263073	5	1	0	2.2764618	0	0	0	0	0	42.84678333	-108.7985898	3.74904027	1.39619935
1896	C	0	0	0	0	1	0	0	0	0	0	0	0	0	10/14/2009	2.761175813	3.027349608	4.819392564	0.997386384	0.872738827	0.278753601	1.568201724	2.633973156	0.021189299	0.016615548	0.301029996	0.40654018	1.005180513	0.014935945	0	0	0	0	0	0	0.037053478	0.371412789	1.742616852	0.081619523	1.550087852	0.992908161	0.004124646	0.00343992	0.00343992	0.179585997	0.070018467	5	1	0	2.22010809	0	0	1	0	0	42.525	-110.8819444	3.84516008	1.34439227
1897	C	0	0	0	0	0	1	1	0	0	0	0	0	0	6/29/2009	2.888740961	3.07809415	4.682776646	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0.434406581	0	0	0	0.434406581	0	0.123762913	1.669197399	0	1.230183782	1.559625764	0	0	0.434406581	0.259528465	0.071974551	1	1	0	1.79934055	0	0	0	0	0	41.263834	-105.3196521	3.8893017	0.94939001
1910	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/3/2009	2.954242509	3.074816441	4.641077313	0.99343623	1.311753861	0.698970004	1.230448921	2.551449998	0.021189299	0.011570444	0.602059991	0.334453751	0.944482672	0.026235986	0	0.132255067	0	0	0	0.132255067	0.002207615	0.013708537	0.942144728	0	1.915783077	0.978803054	0.071920954	0	0.132255067	0.128857993	0.374747893	1	1	0	2.28780173	0	0	0	0	0	42.163609	-105.4798305	3.81157501	2.37180646
1911	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/14/2009	2.834420704	3.057285644	4.588462194	0.955206538	1.208172527	0.301029996	2.1430148	2.893650817	0.021189299	0.006893708	0.903089987	0.759667845	0.95568775	0.002917578	0	0	0	0	0	0	0.058136463	1.011142425	1.813331098	0.294236803	1.248918515	0.868649014	0.143312808	0	0	0.431143069	0.127234327	2	2	0	2.26245109	0	0	0	0	0	41.61305556	-106.3094444	3.8839452	1.10380372
1917	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/28/2009	2.868056362	3.027349608	4.767660394	0.95230801	1.187520721	0.278753601	0.477121255	1.930439595	0.021189299	0.020361283	1	0.863917377	0.941511433	0	0	0	0	0	0	0	0	0.073613831	1.881406925	0	1.408562608	0.038364764	0	0	0	0	0	1	1	0	1.67209786	0	0	0	0	0	42.4906406	-105.8095211	3.8876173	1.11058971
1919	C	0	0	0	0	0	0	1	0	0	0	0	0	0	9/30/2009	2.976349979	3.171726454	4.588518204	0.961895474	1.170261715	0.698970004	2.505149978	2.98721923	0.004321374	0.004321374	0.301029996	0.184691431	1.01911629	0	0	0.097839846	0	0	0	0.097839846	0.001932233	0.149290571	1.66856978	0	1.689808336	0.71541727	0	0	0.097839846	0.287661092	0.210657184	1	1	0	2.25527251	0	0	0	0	0	42.5429183	-105.5241305	3.72916479	1.67486114
1929	C	0	0	0	0	1	0	0	0	0	0	0	0	0	9/8/2009	2.760422483	3.065206128	4.593507589	0.959518377	1.174350597	0.113943352	0.903089987	2.180412633	0.021189299	0.01745073	0.301029996	0.602059991	0.947433722	0.003115196	0.019694496	0.009534292	0.010891506	0	0	0.020192175	0.640445052	0.069805209	1.572763437	0.040358481	1.69700783	1.066467939	0	0	0.020192175	0.071797274	0.099872739	2	1	0	1.87506126	0	0	1	0	0	44.854393	-109.620124	3.80311555	2.23578087
1932	C	0	0	0	0	0	0	0	0	0	0	0	0	1	9/10/2009	2.872738827	3.102433706	4.607744456	0.959518377	1.195068996	0.698970004	1.113943352	2.093771781	0.021189299	0.011147361	0.477121255	0.245512668	0.972665592	0.015572493	0.184413207	0	0	0	0	0	1.058604028	0.106454475	1.624314506	0.021470388	1.365630637	1.404566207	0.1152661	0.000246127	0.000246127	0.16136678	0.083386536	2	1	0	1.71600334	0	0	1	0	0	44.20722222	-109.5552778	3.79239169	2.47421626
1933	C	0	0	0	0	0	0	0	0	1	0	0	0	0	9/15/2009	2.923244019	3.12515583	4.804977214	0.916980047	1.077004327	0.146128036	0.602059991	1.903089987	0.008600172	0.013679697	1.146128036	1.097951071	9999	0	0	0	0	0	0	0	0	0.531478917	1.977310497	0	0.641538076	0.11716434	0	0	0	0	0	4	1	0	1.59106461	0	1	0	0	0	44.60746667	-104.3907306	3.66181269	0.39794001
6	V	0	1	0	0	1	0	0	0	0	0	0	0	0	10/12/1993	2.864511081	2.974511693	4.778990076	0.949390007	0.812913357	0.77815125	1.041392685	1.755874856	0.041392685	0.041392685	0.301029996	0.230448921	1.10720997	0.30873564	0.001015407	0.089416803	0.080499968	0.022452315	0	0.171821537	0.015804978	0.117581427	1.649172127	0	1.269441449	1.576159111	0	0	0.171821537	0.098829502	0.00371161	1	1	0	1.77815125	1	0	0	0	0	44.14055556	-107.2463889	3.875061263	1.848189117
7	V	0	1	0	1	0	0	0	0	0	0	0	0	0	10/12/1993	2.704150517	2.823474229	4.835671551	0.939519253	0.792391689	0.77815125	1.041392685	1.414973348	0.041392685	0.041392685	0.477121255	0.230448921	1.079181246	0.338818936	0	0	0	0	0	0	0.049812711	0.126929412	1.529289599	0	1.360060468	1.647735731	0	0	0	0.071958042	0	1	1	1	1.77815125	1	0	0	0	0	44.23861111	-107.2244444	3.943494516	1.161368002
96	V	0	0	1	0	0	0	0	0	0	0	0	0	0	9/2/1993	2.611723308	2.993876915	4.819306983	0.963787827	0.785329835	0.77815125	1.041392685	1.995635195	0.041392685	0.041392685	0.477121255	0.301029996	1.064457989	0.014761452	0.039264519	0	0	0	0	0	0.3588268	0.060400527	1.827989641	0	1.242515025	1.221392523	0	0	0	0.005496975	0	1	1	0	1.544068044	0	0	1	0	0	44.51313889	-109.9732806	3.829946696	1.281033376
103	V	0	0	0	0	1	0	0	0	0	0	0	0	0	8/31/1994	2.549003262	3.010723865	4.945148409	0.982271233	1.26245109	1.322219295	1.662757832	2.556302501	0.041392685	0.041392685	0.477121255	0.176091259	0.959041392	0.694528687	0.000215162	0.066042602	0.000276618	0	0	0.066280208	0.023138477	0.03623148	1.624303117	0.068018689	1.660534325	0.905670466	0.013530093	0	0.066280208	0.336997645	0.390066264	2	1	0	2.041392685	0	0	1	0	0	44.10078333	-110.6694611	3.832636628	2.686636269
118	V	0	0	1	0	0	0	0	0	0	0	0	0	0	9/21/1995	2.593286067	2.95230801	4.857977427	0.949390007	0.908485019	0.77815125	1.041392685	2.008600172	0.041392685	0.068185862	0.477121255	0.447158031	1.041392685	0	0.009193429	0.235083095	0	0	0	0.235083095	0.429282718	0.134232868	1.858621242	0	1.218171609	1.051306172	0.01628274	0	0.235083095	0.040524215	0.033822759	2	1	0	1.544068044	0	0	1	0	0	44.47776667	-110.0355917	3.852479994	1.365487999
128	V	0	0	0	0	1	0	0	0	0	0	0	0	0	10/1/1996	2.527629901	2.963787827	4.857923218	0.949390007	1.025305865	0.77815125	1.77815125	2.531478917	0.041392685	0.041392685	0.477121255	0.176091259	1.008600172	0.111607175	0.041089295	0	0	0	0	0	0.419333512	0.267694045	1.706654606	0.027503017	1.398306523	1.344281268	0.046133529	0	0	0.383114289	0.184032348	5	1	0	2.139879086	0	0	1	0	0	42.66166667	-110.4905556	3.909716453	1.338456478
225	V	0	0	0	0	0	0	1	0	0	0	0	0	0	8/22/1996	2.802089258	3.049992857	4.856873832	0.851258349	1.240549248	0.77815125	1.041392685	2.225309282	0.041392685	0.041392685	0.698970004	0.707570176	1.008600172	0	0	0	0	0	0	0	0	1.108705294	1.872168036	0.085406117	0.912723963	0.906497947	0	0	0	0.047828958	0.032463889	1	1	0	1.913813852	0	0	0	0	0	41.19083333	-107.2244444	3.889861721	0.763428008
311	V	0	0	0	0	0	0	0	0	0	0	0	0	1	9/10/1997	2.936010796	3.080626487	4.759705608	0.977723605	1.136720567	0.77815125	1.477121255	2.56937391	0.041392685	0.041392685	0.602059991	0.477121255	0.991226076	0	0	0	0	0	0	0	0	0.357556928	1.043054524	0	1.930206603	0.539038533	0.013726396	0	0	0.086536135	0.44920057	5	1	0	2.267171728	0	0	0	0	0	41.33222222	-107.3769444	3.86421433	1.130333768
316	V	0	0	0	0	0	0	1	0	0	0	0	0	0	9/12/1997	2.790988475	3.086359831	4.57989787	0.973127854	1.1430148	0.77815125	1.301029996	2.136720567	0.041392685	0.041392685	0.477121255	0.544068044	0.939519253	0	0	0.271986363	0	0	0	0.271986363	0.008430371	0.613244632	1.664001729	0.102799719	1.656283239	0.680519569	0.168889461	0	0.271986363	0.331766243	0.272554834	1	1	0	1.77815125	0	0	0	0	0	41.07972222	-106.0119444	3.876794976	2.540329475
397	V	1	0	0	0	0	0	0	0	0	0	0	0	1	10/14/1997	2.902002891	3.126780577	4.420533323	0.982271233	0.716003344	0.77815125	1.230448921	2.235528447	3.01911629	0.041392685	0.698970004	0.602059991	1.086003706	0.10153264	0.000518517	0.247279301	0.030254694	0.001128833	0	0.265271813	0.071098749	0.72616223	1.714341608	0.061298498	1.484979059	0.855197872	0.784269482	0.057662993	0.297523339	0.362513735	0.341600168	1	1	0	1.954242509	0	0	0	0	0	41.33222222	-106.7269444	3.84167225	3.398634325
404	V	0	0	0	0	0	0	0	0	0	0	0	1	0	10/16/1997	3.004751156	3.192567453	4.624704837	0.944482672	1.06069784	0.903089987	1.230448921	2.646403726	0.176091259	0.041392685	0.477121255	0.505149978	0.903089987	0	0	0.03843031	0.005121215	0	0	0.043120159	0.018160457	0.010182744	1.311067789	0	1.358876645	1.705585846	0.287680201	0.468084839	0.483245961	0.74393715	0.365751521	5	1	0	2.371067862	0	0	0	0	1	42.93	-104.345	3.649140064	1.240549239
622	V	1	1	0	0	0	0	0	0	0	1	0	0	0	10/27/1998	2.958563883	3.155336037	4.737232411	0.934498451	0.857332496	0.77815125	1.041392685	1.909556029	0.041392685	0.041392685	0.477121255	0.198657087	1.071882007	0.014136096	0	0	0	0	0	0	0.008792838	0.415394357	1.881601779	0	1.101600237	1.066161139	0.133643242	0.032942017	0.032942017	0.164586342	0.010581238	1	1	0	1.698970004	1	0	0	0	0	44.62665556	-107.0303611	3.645422269	1.748962849
635	V	0	1	0	1	0	0	0	0	0	0	0	0	0	9/18/1998	2.782472624	2.906873535	4.735103649	0.929418926	0.929418926	0.77815125	1.041392685	1.64246452	0.041392685	0.041392685	0.477121255	0.29666519	0.995635195	0	0	0	0	0	0	0	0	0.153615071	1.909562061	0	0.974454693	1.077213977	0	0	0	0	0	1	1	1	1.477121255	1	0	0	0	0	44.0486	-107.0237583	3.920645001	0.720159303
724	V	1	0	0	0	0	0	0	0	0	1	0	0	0	10/12/1998	2.940018155	3.179264464	4.631058009	0.944482672	0.949390007	0.77815125	1.255272505	2.463892989	0.041392685	0.041392685	0.477121255	0.158362492	1.064457989	0.011034956	0	0.294300257	0.071230228	0.017300557	0.000442402	0.340272939	0.013509149	0.15733418	1.759721212	0	1.339274705	1.277137278	0.32822864	0.052077428	0.364838946	0.353906874	0.182909433	1	1	0	2.176091259	0	0	0	1	0	44.88398889	-107.2390556	3.587710965	2.381476085
744	V	1	0	0	0	0	0	0	0	0	1	0	0	0	9/29/1998	2.955206538	3.177824972	4.518171634	0.959041392	1.178976947	1.51851394	1.591064607	2.712649702	0.041392685	0.041392685	0.477121255	0.250420002	1.004321374	0.004737405	0	0	0	0	0	0	0.034849066	0.15484886	1.745872371	0	1.471400567	1.202523875	0.076958984	0.068426704	0.068426704	0.231029446	0.064217727	1	1	0	2.146128036	0	0	0	1	0	44.05157778	-106.6958222	3.674861141	1.899820511
855	V	0	0	0	0	1	0	0	0	0	0	0	0	0	10/7/1999	2.276461804	2.953759692	4.747318568	0.867467488	0.924279286	0.77815125	1.041392685	1.785329835	0.041392685	0.041392685	0.602059991	0.404833717	1.007747778	0.494410525	0.499706594	0	0	0	0	0	0.886557103	0.538733546	1.387217483	0.093903218	1.259768355	1.664207362	0.028199651	0	0	0.08225107	0.117662954	1	1	0	1.602059991	0	0	1	0	0	43.35821667	-109.9228028	3.901240302	1.397940009
