SAMPLE	TYPE	Acari	Baetis	Brachycentrus_americanus	Capniidae	Chloroperlidae	Cinygmula	Cleptelmis	D_coloradensis_flavilinea	D_grandis_spinifera	Ephemerella	Heterlimnius	Hexatoma	Micrasema	Micropsectra	Nematoda	Orthocladius	Pericoma	R_brunnea	Simulium	Sphaeriidae	Taeniopterygidae	Turbellaria	Zapada_cinctipes	Ceratopogoninae	Dicranota	Diphetor	Dolophilodes	Doroneuria	Drunella_doddsi	Naididae	Oligophlebodes	Pagastia	Paraleptophlebia	Parapsyche	Prosimulium	R_betteni	Ameletus	Diamesa	Epeorus	Hydrobaenus	Tvetenia	Zapada_oregonensis	Chelifera	Cricotopus_Nostococladius	Rheotanytarsus	Stempellina	Acentrella	Atherix	Claassenia	Hesperoperla	Lepidostoma	Optioservus	Pteronarcys	R_coloradensis	Rhithrogena	Zaitzevia	Antocha	Eukiefferiella	Hydropsyche	Neothremma	Glossosoma	R_pellisa	Brillia	Megarcys	Polypedilum	Serratella	Arctopsyche	Clinocera	Pteronarcella	Skwala	Parorthocladius	R_hyalinata	Apatania	Narpus	Potthastia	Brachycentrus_occidentalis	Wiedemannia	Cladotanytarsus	Ochrotrichia	Agraylea	Hydroptila	Rheocricotopus	Corynoneura	Tanytarsus	Enchytraeidae	Neophylax	Heptagenia_Nixe	Agapetus	Helicopsyche	Isoperla	Microcylloepus	Physidae	Protoptila	Thienemannimyia	Tipula	Tricorythodes	Petrophila	Coenagrionidae	Dubiraphia	Microtendipes	Nectopsyche	Oecetis	Psychomyiidae	Parametriocnemus	Cheumatopsyche	Malenka	Dixidae	Gomphidae	Hyalella	Ancylidae	Dytiscidae	Gammarus	Hemerodromia	Thienemanniella	Cricotopus_bicinctus	Caenis	Stempellinella	Chaetocladius	Caudatella	Zapada_columbiana	Cricotopus_trifascia	Sublettea	Fallceon_quilleri	Pisidiidae	Cricotopus_Cricotopus
732	C	4	1	0	0	1	0	38	0	0	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	21	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	29	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
744	V	2	7	0	0	0	0	0	0	3	14	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	5	0	0	0	2	0	4	0	0	0	0	2	0	0	15	9	0	7	120	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	5	0	4	11	11	0	12	0	0	13	14	0	1	1	0	6	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
761	C	9	26	101	0	1	17	2	0	0	11	6	0	7	6	0	5	0	0	0	0	0	0	1	0	0	0	0	1	3	23	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	4	0	0	3	1	0	5	1	0	0	0	0	0	40	0	3	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
829	C	8	44	1	0	2	0	5	0	5	5	1	1	25	0	0	22	0	1	1	0	0	0	8	0	0	0	0	1	64	0	6	0	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	0	0	0	10	6	0	12	7	2	22	2	23	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	C	7	11	0	1	2	4	0	0	0	0	20	0	20	0	0	0	13	2	1	0	0	31	8	0	0	0	2	8	2	0	6	0	0	0	0	1	1	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	116	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	V	1	39	0	1	19	2	0	0	0	0	0	1	0	0	0	9	0	1	0	0	1	0	16	0	0	0	0	0	43	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	145	0	0	6	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
856	C	4	65	0	1	9	11	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	4	2	4	0	0	35	0	0	8	1	20	0	0	0	0	0	0	0	0	0	0	35	0	1	1	0	2	3	4	0	9	0	1	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
928	C	1	7	0	1	0	0	1	0	6	21	0	0	2	22	2	18	0	1	0	0	0	0	0	0	0	2	0	0	0	20	0	2	26	0	0	0	0	0	0	0	31	0	0	4	19	0	0	2	0	1	4	14	0	0	0	0	0	23	17	0	3	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	12	0	0	1	7	0	5	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
939	V	4	0	3	0	5	0	0	0	2	45	0	7	1	8	0	3	0	0	10	0	0	0	0	0	1	0	0	2	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	1	0	27	48	0	0	15	1	0	4	55	0	5	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
1007	C	1	8	0	0	3	1	0	0	0	0	28	0	6	0	1	7	89	1	8	0	0	0	97	0	1	0	0	3	2	0	13	2	0	7	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1029	C	3	8	0	0	0	0	0	0	0	12	0	1	0	0	0	82	0	0	22	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	2	0	0	37	0	1	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	5	7	0
1035	V	9	9	0	1	32	19	0	1	0	0	1	0	0	7	0	4	0	7	0	0	1	1	51	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	3	0	5	30	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	26	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1040	C	0	15	0	0	11	9	0	1	0	2	68	2	9	1	0	10	6	0	1	0	2	0	29	4	0	5	0	0	4	0	0	0	3	0	0	0	0	0	0	0	4	9	0	54	0	16	0	0	0	1	0	0	0	0	0	0	0	6	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
1074	V	6	27	1	0	13	42	0	0	2	9	37	5	5	0	0	23	2	0	0	0	0	0	6	0	0	0	0	0	3	0	2	22	0	0	0	0	1	2	0	0	0	0	1	48	0	0	0	0	0	1	2	1	0	0	26	0	1	3	0	0	2	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1076	C	0	61	0	0	0	0	66	0	0	0	0	0	20	1	0	2	2	3	24	0	0	1	42	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1082	C	3	48	0	0	0	1	0	14	17	13	0	0	0	0	0	46	0	1	1	0	1	0	0	0	0	0	0	0	50	0	13	6	0	2	0	0	3	3	11	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	15	0	0	12	0	0	27	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094	C	1	131	0	1	17	3	0	0	2	0	0	0	0	4	0	1	0	0	18	0	0	0	1	0	0	1	0	2	0	0	0	0	7	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	1	0	33	0	0	33	8	2	0	19	0	0	0	0	0	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	V	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	30	0	0	0	0	28	0	7	73	0	0	7	0	0	0	0	0	0	44	3	0	0	2	0	0	51	0	0	0	0	0	0	1	0	0
1119	C	6	14	9	1	57	0	0	0	0	10	12	4	2	2	0	0	0	0	40	0	0	0	3	0	0	0	0	0	6	0	15	5	8	0	0	0	17	3	0	0	1	0	0	0	0	0	0	0	4	5	0	1	0	0	29	0	0	1	4	1	4	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193	C	5	9	72	0	8	2	0	0	13	8	0	0	4	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	8	0	1	2	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	2	1	18	0	0	4	1	9	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1226	C	2	0	0	0	0	0	9	0	0	0	0	0	0	10	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	87	0	0	0	4	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	9	3	91	0	2	0	0	0	1	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
1277	V	8	60	0	0	10	45	0	0	0	0	16	0	22	5	2	2	1	5	0	0	0	0	14	0	0	11	0	0	1	0	7	5	9	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	16	0	25	2	3	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1294	C	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	1	0	0	0	9	1	0	10	0	0	0	0	0	85	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	61	0	8	0	0
1314	C	1	19	1	0	10	0	0	0	1	0	0	1	0	0	0	7	0	0	146	0	0	0	0	1	1	0	0	0	65	0	0	2	0	0	0	0	0	0	4	0	3	0	0	0	0	0	3	1	0	1	0	0	1	0	4	0	0	1	0	0	5	0	0	0	0	2	10	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1319	V	17	43	1	0	24	2	0	10	44	0	0	5	0	0	1	3	1	0	3	0	0	1	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	19	3	0	7	0	1	0	0	0	46	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	5	2	13	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
1357	V	5	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	31	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	119	2	20	5	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
1359	V	7	37	0	0	0	0	0	0	0	0	0	3	0	16	1	9	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	35	0	0	0	0	51	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	37	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	0
1360	C	4	31	0	0	5	1	0	4	14	0	43	0	6	5	0	25	0	2	3	0	0	0	4	0	0	1	0	7	8	0	0	31	1	0	0	0	1	10	0	0	47	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	13	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1377	C	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	50	0	0	0	0	24	0	4	1	0	1	3	0	0	6	0	0	1	12	0	0	0	0	0	0	114	0	0	0	0	0	0	9	4	0
1419	C	21	15	0	0	0	24	0	1	3	0	6	0	3	0	0	12	49	7	135	0	0	2	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1458	C	9	10	10	0	1	0	6	0	9	95	0	0	36	0	0	1	0	1	2	0	0	7	6	0	0	0	0	0	9	0	36	2	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	11	0	0	27	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
1465	C	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	52	0	6	0	1	0	0	3	0	0	0	0	0	0	69	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	6	0	76	0	0	0	0	2	2	1	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1478	C	15	4	0	5	22	1	0	0	0	2	0	1	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	23	0	0	0	2	0	0	0	0	0	0	87	0	1	0	0	0	0	12	37	2	0	1	25	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1482	C	5	11	0	0	25	20	0	0	5	0	69	0	3	4	0	0	0	2	0	0	1	0	14	0	0	0	0	3	14	0	0	5	8	0	0	0	1	1	0	0	0	0	0	20	58	0	0	0	0	0	0	1	0	0	1	0	4	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
1488	C	0	6	0	0	5	0	2	0	1	8	4	0	8	0	1	0	0	0	1	0	0	6	10	0	0	0	1	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2	171	18	0	0	1	1	2	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
1505	V	2	103	0	0	18	6	0	0	4	0	2	2	1	0	2	1	0	4	24	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	4	0	1	2	0	0	0	2	0	4	0	55	0	0	1	6	5	7	8	0	0	1	0	0	0	4	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0
1514	C	7	4	0	0	1	0	0	0	0	1	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	3	0	1	0	2	23	0	0	20	43	0	5	68	0	26	0	0	0	12	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	0	1	0	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1530	V	4	22	0	2	7	0	18	0	17	22	56	0	8	5	1	0	0	1	1	0	0	0	2	0	1	0	0	3	6	0	7	0	1	0	0	0	8	3	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	16	0	2	2	1	0	12	0	0	0	0	0	4	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
1531	C	11	9	14	0	4	0	0	0	1	1	0	10	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	9	0	2	26	2	0	0	58	0	0	6	69	0	0	0	0	0	0	0	0	1	23	5	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
1535	V	8	22	0	0	1	0	22	0	1	2	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	28	0	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	50	0	0	0	1	0	2	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1550	C	7	63	12	0	1	15	0	33	10	5	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	37	0	4	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1572	C	18	46	0	0	6	42	0	0	1	0	5	3	1	12	0	0	0	1	14	0	0	0	2	0	0	0	7	11	23	0	0	0	0	0	0	0	6	0	12	0	6	0	0	0	3	0	0	0	0	0	2	2	0	0	17	2	0	1	0	7	0	0	2	0	0	1	8	4	0	4	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1573	V	3	35	5	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	48	0	0	2	3	2	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	82	0	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
1579	C	4	47	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	23	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	3	0	0	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	63	0	0	4	0	1	0	0	0	11	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0
1587	C	2	2	6	9	17	0	2	0	0	0	56	2	12	0	6	15	0	1	41	0	0	0	11	0	0	0	0	0	41	4	0	3	1	0	0	0	4	0	0	0	8	0	0	11	0	1	0	0	0	0	0	2	0	0	8	2	0	16	0	0	3	0	0	0	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1609	C	6	53	0	0	0	6	0	3	0	0	0	0	0	0	0	39	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	1	0	4	0	0	0	13	16	0	8	3	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	33	0	75	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1614	C	7	100	9	0	3	1	0	0	8	8	9	0	25	0	16	6	0	9	4	0	4	0	1	0	0	0	0	0	12	0	3	1	0	0	0	0	0	1	0	0	1	1	0	21	0	0	0	0	0	0	0	16	0	0	11	0	6	2	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1626	V	6	0	35	0	0	1	29	0	4	14	0	0	6	0	0	14	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	1	48	1	0	0	0	0	1	36	37	0	0	4	2	7	4	4	0	13	0	0	0	2	0	3	0	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1646	C	2	15	0	0	0	3	5	0	6	0	15	0	29	0	3	31	0	9	0	0	0	5	26	1	1	4	0	6	1	0	3	17	39	2	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	1	2	12	0	0	0	0	23	5	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1649	C	18	1	62	0	1	9	0	0	0	1	0	2	45	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	1	0	0	0	0	33	1	0	0	0	0	0	1	12	0	2	5	0	12	0	0	0	48	0	0	0	0	0	0	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1650	C	8	27	0	5	0	15	0	0	0	5	13	0	25	1	1	7	0	2	1	0	6	37	74	1	2	0	0	0	2	0	14	2	4	2	0	1	0	7	1	0	0	0	0	1	4	0	0	0	0	2	0	1	0	0	1	0	9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
